year,aun,county,district,grade,math,reading
2008,125236903,Delaware,PENN-DELCO SD,5,66.2,26.1
2008,125236903,Delaware,PENN-DELCO SD,6,50.9,31.7
2008,125236903,Delaware,PENN-DELCO SD,7,58.4,51.8
2008,125236903,Delaware,PENN-DELCO SD,8,58.5,64
2008,125236903,Delaware,PENN-DELCO SD,11,30.1,39.2
2008,125237603,Delaware,RADNOR TOWNSHIP SD,3,63.7,37.4
2008,125237603,Delaware,RADNOR TOWNSHIP SD,4,71.7,66.5
2008,125237603,Delaware,RADNOR TOWNSHIP SD,5,75,60.8
2008,125237603,Delaware,RADNOR TOWNSHIP SD,6,66.5,56.3
2008,125237603,Delaware,RADNOR TOWNSHIP SD,7,70.1,70.1
2008,125237603,Delaware,RADNOR TOWNSHIP SD,8,76.1,86.2
2008,125237603,Delaware,RADNOR TOWNSHIP SD,11,61.9,62.6
2008,125237702,Delaware,RIDLEY SD,3,38.8,14.5
2008,125237702,Delaware,RIDLEY SD,4,47.4,28.7
2008,125237702,Delaware,RIDLEY SD,5,43.5,17.4
2008,125237702,Delaware,RIDLEY SD,6,49.5,25.6
2008,125237702,Delaware,RIDLEY SD,7,36.3,27.9
2008,125237702,Delaware,RIDLEY SD,8,35.6,48.7
2008,125237702,Delaware,RIDLEY SD,11,36.6,25.4
2008,125237903,Delaware,ROSE TREE MEDIA SD,3,59.7,34.3
2008,125237903,Delaware,ROSE TREE MEDIA SD,4,67.5,55.5
2008,125237903,Delaware,ROSE TREE MEDIA SD,5,65.3,40.9
2008,125237903,Delaware,ROSE TREE MEDIA SD,6,63.9,49.3
2008,125237903,Delaware,ROSE TREE MEDIA SD,7,66.3,49.2
2008,125237903,Delaware,ROSE TREE MEDIA SD,8,58.7,73.8
2008,125237903,Delaware,ROSE TREE MEDIA SD,11,49.7,54.4
2008,125238402,Delaware,SOUTHEAST DELCO SD,3,25.4,7.5
2008,125238402,Delaware,SOUTHEAST DELCO SD,4,27.6,15.5
2008,125238402,Delaware,SOUTHEAST DELCO SD,5,23.2,9.2
2008,125238402,Delaware,SOUTHEAST DELCO SD,6,24.3,14.3
2008,125238402,Delaware,SOUTHEAST DELCO SD,7,19.4,16.6
2008,125238402,Delaware,SOUTHEAST DELCO SD,8,20.7,30.1
2008,125238402,Delaware,SOUTHEAST DELCO SD,11,10.2,11.3
2008,125238502,Delaware,SPRINGFIELD SD,3,71.9,36.9
2008,125238502,Delaware,SPRINGFIELD SD,4,65.8,52.8
2008,125238502,Delaware,SPRINGFIELD SD,5,53.7,28.5
2008,125238502,Delaware,SPRINGFIELD SD,6,70,53.6
2008,125238502,Delaware,SPRINGFIELD SD,7,60.5,48.4
2008,125238502,Delaware,SPRINGFIELD SD,8,53.6,66.5
2008,125238502,Delaware,SPRINGFIELD SD,11,46.9,49.6
2008,125239452,Delaware,UPPER DARBY SD,3,33.9,12.2
2008,125239452,Delaware,UPPER DARBY SD,4,41.1,29.4
2008,125239452,Delaware,UPPER DARBY SD,5,41.9,15.7
2008,125239452,Delaware,UPPER DARBY SD,6,42.3,20.2
2008,125239452,Delaware,UPPER DARBY SD,7,41.8,27.8
2008,125239452,Delaware,UPPER DARBY SD,8,40.6,41.4
2008,125239452,Delaware,UPPER DARBY SD,11,21.9,22.4
2008,125239603,Delaware,WALLINGFORD-SWARTHMORE SD,3,67.6,47.2
2008,125239603,Delaware,WALLINGFORD-SWARTHMORE SD,4,81.7,61
2008,125239603,Delaware,WALLINGFORD-SWARTHMORE SD,5,77.7,58.8
2008,125239603,Delaware,WALLINGFORD-SWARTHMORE SD,6,71.8,59.3
2008,125239603,Delaware,WALLINGFORD-SWARTHMORE SD,7,69.3,62.4
2008,125239603,Delaware,WALLINGFORD-SWARTHMORE SD,8,66,78.2
2008,125239603,Delaware,WALLINGFORD-SWARTHMORE SD,11,41.1,48.2
2008,125239652,Delaware,WILLIAM PENN SD,3,25.8,11.2
2008,125239652,Delaware,WILLIAM PENN SD,4,25.3,16.1
2008,125239652,Delaware,WILLIAM PENN SD,5,23.2,9.7
2008,125239652,Delaware,WILLIAM PENN SD,6,29.5,13.3
2008,125239652,Delaware,WILLIAM PENN SD,7,21.2,19.4
2008,125239652,Delaware,WILLIAM PENN SD,8,13.8,25
2008,125239652,Delaware,WILLIAM PENN SD,11,3.8,4.7
2008,109243503,Elk,JOHNSONBURG AREA SD,3,59.5,23.8
2008,109243503,Elk,JOHNSONBURG AREA SD,4,45.7,41.3
2008,109243503,Elk,JOHNSONBURG AREA SD,5,47.8,15.2
2008,109243503,Elk,JOHNSONBURG AREA SD,6,47.8,30.4
2008,109243503,Elk,JOHNSONBURG AREA SD,7,46.9,21.9
2008,109243503,Elk,JOHNSONBURG AREA SD,8,49.1,49.1
2008,109243503,Elk,JOHNSONBURG AREA SD,11,13.3,10
2008,109246003,Elk,RIDGWAY AREA SD,3,47.7,16.9
2008,109246003,Elk,RIDGWAY AREA SD,4,26,16.7
2008,109246003,Elk,RIDGWAY AREA SD,5,38.9,18.1
2008,109246003,Elk,RIDGWAY AREA SD,6,45.8,34.7
2008,109246003,Elk,RIDGWAY AREA SD,7,44.6,36.1
2008,109246003,Elk,RIDGWAY AREA SD,8,46,52
2008,109246003,Elk,RIDGWAY AREA SD,11,15.1,23.3
2008,109248003,Elk,SAINT MARYS AREA SD,3,63,27.3
2008,109248003,Elk,SAINT MARYS AREA SD,4,70.2,40.4
2008,109248003,Elk,SAINT MARYS AREA SD,5,68.9,23.8
2008,109248003,Elk,SAINT MARYS AREA SD,6,57,22.8
2008,109248003,Elk,SAINT MARYS AREA SD,7,60.5,25.9
2008,109248003,Elk,SAINT MARYS AREA SD,8,56.4,53.8
2008,109248003,Elk,SAINT MARYS AREA SD,11,27.6,38.7
2008,105251453,Erie,CORRY AREA SD,3,36.3,13.7
2008,105251453,Erie,CORRY AREA SD,4,41.6,26.6
2008,105251453,Erie,CORRY AREA SD,5,32.2,16.9
2008,105251453,Erie,CORRY AREA SD,6,32.7,25.8
2008,105251453,Erie,CORRY AREA SD,7,32.6,29.1
2008,105251453,Erie,CORRY AREA SD,8,22.5,36
2008,105251453,Erie,CORRY AREA SD,11,19.3,23.3
2008,105252602,Erie,ERIE CITY SD,3,33,11.8
2008,105252602,Erie,ERIE CITY SD,4,39.9,24
2008,105252602,Erie,ERIE CITY SD,5,32.5,14.9
2008,105252602,Erie,ERIE CITY SD,6,44,19.7
2008,105252602,Erie,ERIE CITY SD,7,31.2,24.2
2008,105252602,Erie,ERIE CITY SD,8,33.8,41.9
2008,105252602,Erie,ERIE CITY SD,11,31.5,37.7
2008,105253303,Erie,FAIRVIEW SD,3,43.9,29
2008,105253303,Erie,FAIRVIEW SD,4,55.7,46.4
2008,105253303,Erie,FAIRVIEW SD,5,37.2,44.6
2008,105253303,Erie,FAIRVIEW SD,6,49.6,52.2
2008,105253303,Erie,FAIRVIEW SD,7,63.6,65
2008,105253303,Erie,FAIRVIEW SD,8,48.4,70.4
2008,105253303,Erie,FAIRVIEW SD,11,37.2,42.8
2008,105253553,Erie,FORT LEBOEUF SD,3,54,34.7
2008,105253553,Erie,FORT LEBOEUF SD,4,59.1,51.6
2008,105253553,Erie,FORT LEBOEUF SD,5,46.6,24.4
2008,105253553,Erie,FORT LEBOEUF SD,6,48.8,38
2008,105253553,Erie,FORT LEBOEUF SD,7,46.7,38.7
2008,105253553,Erie,FORT LEBOEUF SD,8,47.7,65.9
2008,105253553,Erie,FORT LEBOEUF SD,11,21.5,37.4
2008,105253903,Erie,GENERAL MCLANE SD,3,43,25.2
2008,105253903,Erie,GENERAL MCLANE SD,4,56.1,37.4
2008,105253903,Erie,GENERAL MCLANE SD,5,41,20.5
2008,105253903,Erie,GENERAL MCLANE SD,6,59,38.2
2008,105253903,Erie,GENERAL MCLANE SD,7,57.9,41.5
2008,105253903,Erie,GENERAL MCLANE SD,8,54.4,69.6
2008,105253903,Erie,GENERAL MCLANE SD,11,26.1,37
2008,105254053,Erie,GIRARD SD,3,43.7,18.3
2008,105254053,Erie,GIRARD SD,4,64,45.6
2008,105254053,Erie,GIRARD SD,5,57.5,19.2
2008,105254053,Erie,GIRARD SD,6,65.3,29.9
2008,105254053,Erie,GIRARD SD,7,68.1,35
2008,105254053,Erie,GIRARD SD,8,70.7,56.7
2008,105254053,Erie,GIRARD SD,11,23.3,28.1
2008,105254353,Erie,HARBOR CREEK SD,3,55.6,37.5
2008,105254353,Erie,HARBOR CREEK SD,4,53.7,45.5
2008,105254353,Erie,HARBOR CREEK SD,5,68.1,38.2
2008,105254353,Erie,HARBOR CREEK SD,6,71.3,57.3
2008,105254353,Erie,HARBOR CREEK SD,7,49.7,30.5
2008,105254353,Erie,HARBOR CREEK SD,8,45.9,62.5
2008,105254353,Erie,HARBOR CREEK SD,11,22.5,34.9
2008,105256553,Erie,IROQUOIS SD,3,45.1,23.5
2008,105256553,Erie,IROQUOIS SD,4,40.5,19
2008,105256553,Erie,IROQUOIS SD,5,39.8,4.8
2008,105256553,Erie,IROQUOIS SD,6,43.3,40
2008,105256553,Erie,IROQUOIS SD,7,30.8,28.6
2008,105256553,Erie,IROQUOIS SD,8,31.7,37.6
2008,105256553,Erie,IROQUOIS SD,11,14.6,40.6
2008,105257602,Erie,MILLCREEK TOWNSHIP SD,3,46.3,20
2008,105257602,Erie,MILLCREEK TOWNSHIP SD,4,51.4,34.4
2008,105257602,Erie,MILLCREEK TOWNSHIP SD,5,48.8,24.6
2008,105257602,Erie,MILLCREEK TOWNSHIP SD,6,54.8,38.5
2008,105257602,Erie,MILLCREEK TOWNSHIP SD,7,56.2,40.8
2008,105257602,Erie,MILLCREEK TOWNSHIP SD,8,53.5,68.8
2008,105257602,Erie,MILLCREEK TOWNSHIP SD,11,23.4,36
2008,105258303,Erie,NORTH EAST SD,3,43.4,25.4
2008,105258303,Erie,NORTH EAST SD,4,68.5,34.2
2008,105258303,Erie,NORTH EAST SD,5,58.8,34.4
2008,105258303,Erie,NORTH EAST SD,6,60.2,33.1
2008,105258303,Erie,NORTH EAST SD,7,39.9,36.6
2008,105258303,Erie,NORTH EAST SD,8,54.2,69.9
2008,105258303,Erie,NORTH EAST SD,11,37,37
2008,105258503,Erie,NORTHWESTERN SD,3,49.5,17.8
2008,105258503,Erie,NORTHWESTERN SD,4,44.4,30.6
2008,105258503,Erie,NORTHWESTERN SD,5,57.8,28.9
2008,105258503,Erie,NORTHWESTERN SD,6,38.1,23.9
2008,105258503,Erie,NORTHWESTERN SD,7,40.2,25.4
2008,105258503,Erie,NORTHWESTERN SD,8,43.3,50.4
2008,105258503,Erie,NORTHWESTERN SD,11,16.7,19.4
2008,105259103,Erie,UNION CITY AREA SD,3,27.4,9.9
2008,105259103,Erie,UNION CITY AREA SD,4,56.7,33.3
2008,105259103,Erie,UNION CITY AREA SD,5,42.9,18.2
2008,105259103,Erie,UNION CITY AREA SD,6,42.7,29.5
2008,105259103,Erie,UNION CITY AREA SD,7,32.7,27.1
2008,105259103,Erie,UNION CITY AREA SD,8,28.4,35.8
2008,105259103,Erie,UNION CITY AREA SD,11,22.7,28.1
2008,105259703,Erie,WATTSBURG AREA SD,3,26.2,11.7
2008,105259703,Erie,WATTSBURG AREA SD,4,23.1,14.8
2008,105259703,Erie,WATTSBURG AREA SD,5,23,14.9
2008,105259703,Erie,WATTSBURG AREA SD,6,32.5,40.7
2008,105259703,Erie,WATTSBURG AREA SD,7,41.5,39.3
2008,105259703,Erie,WATTSBURG AREA SD,8,37.7,57.7
2008,105259703,Erie,WATTSBURG AREA SD,11,15.5,24.8
2008,101260303,Fayette,ALBERT GALLATIN AREA SD,3,32,15.6
2008,101260303,Fayette,ALBERT GALLATIN AREA SD,4,57.2,42
2008,101260303,Fayette,ALBERT GALLATIN AREA SD,5,32.2,22.5
2008,101260303,Fayette,ALBERT GALLATIN AREA SD,6,35.5,22.1
2008,101260303,Fayette,ALBERT GALLATIN AREA SD,7,32.8,27.8
2008,101260303,Fayette,ALBERT GALLATIN AREA SD,8,37.4,42.3
2008,101260303,Fayette,ALBERT GALLATIN AREA SD,11,13.5,27.2
2008,101260803,Fayette,BROWNSVILLE AREA SD,3,36.4,11.6
2008,101260803,Fayette,BROWNSVILLE AREA SD,4,25.2,21.1
2008,101260803,Fayette,BROWNSVILLE AREA SD,5,31.1,12.6
2008,101260803,Fayette,BROWNSVILLE AREA SD,6,26.3,15.4
2008,101260803,Fayette,BROWNSVILLE AREA SD,7,22.8,18
2008,101260803,Fayette,BROWNSVILLE AREA SD,8,36.8,41.7
2008,101260803,Fayette,BROWNSVILLE AREA SD,11,23.6,26.2
2008,101261302,Fayette,CONNELLSVILLE AREA SD,3,37.5,16.2
2008,101261302,Fayette,CONNELLSVILLE AREA SD,4,35.2,26.8
2008,101261302,Fayette,CONNELLSVILLE AREA SD,5,28.3,16.4
2008,101261302,Fayette,CONNELLSVILLE AREA SD,6,35.2,22.5
2008,101261302,Fayette,CONNELLSVILLE AREA SD,7,32.2,21.6
2008,101261302,Fayette,CONNELLSVILLE AREA SD,8,17.7,40.5
2008,101261302,Fayette,CONNELLSVILLE AREA SD,11,20.1,31.8
2008,101262903,Fayette,FRAZIER SD,3,39.7,10.3
2008,101262903,Fayette,FRAZIER SD,4,66.3,42.7
2008,101262903,Fayette,FRAZIER SD,5,57.8,21.7
2008,101262903,Fayette,FRAZIER SD,6,71.4,44
2008,101262903,Fayette,FRAZIER SD,7,66.3,47.4
2008,101262903,Fayette,FRAZIER SD,8,62.8,60.3
2008,101262903,Fayette,FRAZIER SD,11,32.6,35.6
2008,101264003,Fayette,LAUREL HIGHLANDS SD,3,36.7,15.6
2008,101264003,Fayette,LAUREL HIGHLANDS SD,4,41.2,24.1
2008,101264003,Fayette,LAUREL HIGHLANDS SD,5,32.1,13.2
2008,101264003,Fayette,LAUREL HIGHLANDS SD,6,40.1,30.1
2008,101264003,Fayette,LAUREL HIGHLANDS SD,7,33.6,28.8
2008,101264003,Fayette,LAUREL HIGHLANDS SD,8,39.4,54.3
2008,101264003,Fayette,LAUREL HIGHLANDS SD,11,27.1,28
2008,101268003,Fayette,UNIONTOWN AREA SD,3,36.9,15.9
2008,101268003,Fayette,UNIONTOWN AREA SD,4,44.6,24.4
2008,101268003,Fayette,UNIONTOWN AREA SD,5,39.6,25.7
2008,101268003,Fayette,UNIONTOWN AREA SD,6,48.7,32.5
2008,101268003,Fayette,UNIONTOWN AREA SD,7,35.2,32.7
2008,101268003,Fayette,UNIONTOWN AREA SD,8,35.8,44.6
2008,101268003,Fayette,UNIONTOWN AREA SD,11,24.4,31.7
2008,106272003,Forest,FOREST AREA SD,3,32.6,14
2008,106272003,Forest,FOREST AREA SD,4,24,32
2008,106272003,Forest,FOREST AREA SD,5,9.3,18.6
2008,106272003,Forest,FOREST AREA SD,6,28.9,22.2
2008,106272003,Forest,FOREST AREA SD,7,37.8,21.6
2008,106272003,Forest,FOREST AREA SD,8,38.2,61.8
2008,106272003,Forest,FOREST AREA SD,11,9.4,22.6
2008,112281302,Franklin,CHAMBERSBURG AREA SD,3,38.2,17.1
2008,112281302,Franklin,CHAMBERSBURG AREA SD,4,40.8,29.7
2008,112281302,Franklin,CHAMBERSBURG AREA SD,5,33.9,17
2008,112281302,Franklin,CHAMBERSBURG AREA SD,6,32.1,21.8
2008,112281302,Franklin,CHAMBERSBURG AREA SD,7,35.5,33.9
2008,112281302,Franklin,CHAMBERSBURG AREA SD,8,34.2,49.3
2008,112281302,Franklin,CHAMBERSBURG AREA SD,11,30,32.6
2008,112282004,Franklin,FANNETT-METAL SD,3,37.8,16.2
2008,112282004,Franklin,FANNETT-METAL SD,4,42.6,14.8
2008,112282004,Franklin,FANNETT-METAL SD,5,12.9,6.5
2008,112282004,Franklin,FANNETT-METAL SD,6,33.3,23.1
2008,112282004,Franklin,FANNETT-METAL SD,7,42.9,22.4
2008,112282004,Franklin,FANNETT-METAL SD,8,44,46
2008,112282004,Franklin,FANNETT-METAL SD,11,2.4,14.3
2008,112283003,Franklin,GREENCASTLE-ANTRIM SD,3,32,14.5
2008,112283003,Franklin,GREENCASTLE-ANTRIM SD,4,40.7,31.9
2008,112283003,Franklin,GREENCASTLE-ANTRIM SD,5,39.8,16.4
2008,112283003,Franklin,GREENCASTLE-ANTRIM SD,6,56.2,35.9
2008,112283003,Franklin,GREENCASTLE-ANTRIM SD,7,49.6,31.1
2008,112283003,Franklin,GREENCASTLE-ANTRIM SD,8,47.7,62.5
2008,112283003,Franklin,GREENCASTLE-ANTRIM SD,11,23.6,32.5
2008,112286003,Franklin,TUSCARORA SD,3,34.5,18.7
2008,112286003,Franklin,TUSCARORA SD,4,26.4,25.8
2008,112286003,Franklin,TUSCARORA SD,5,24.6,16.4
2008,112286003,Franklin,TUSCARORA SD,6,29.7,24.5
2008,112286003,Franklin,TUSCARORA SD,7,44,43.8
2008,112286003,Franklin,TUSCARORA SD,8,41.3,51.5
2008,112286003,Franklin,TUSCARORA SD,11,12.3,17.6
2008,112289003,Franklin,WAYNESBORO AREA SD,3,33.9,17.2
2008,112289003,Franklin,WAYNESBORO AREA SD,4,53.2,39.6
2008,112289003,Franklin,WAYNESBORO AREA SD,5,51.5,21.3
2008,112289003,Franklin,WAYNESBORO AREA SD,6,62.5,42.5
2008,112289003,Franklin,WAYNESBORO AREA SD,7,43,28
2008,112289003,Franklin,WAYNESBORO AREA SD,8,39.3,46.6
2008,112289003,Franklin,WAYNESBORO AREA SD,11,23,28.9
2008,111291304,Fulton,CENTRAL FULTON SD,3,56.3,19.7
2008,111291304,Fulton,CENTRAL FULTON SD,4,66.7,34.4
2008,111291304,Fulton,CENTRAL FULTON SD,5,48.1,36.4
2008,111291304,Fulton,CENTRAL FULTON SD,6,50,28.8
2008,111291304,Fulton,CENTRAL FULTON SD,7,50,37.9
2008,111291304,Fulton,CENTRAL FULTON SD,8,55.2,59.7
2008,111291304,Fulton,CENTRAL FULTON SD,11,23.9,26.8
2008,111292304,Fulton,FORBES ROAD SD,3,36.7,23.3
2008,111292304,Fulton,FORBES ROAD SD,4,55.6,37
2008,111292304,Fulton,FORBES ROAD SD,5,46.3,14.6
2008,111292304,Fulton,FORBES ROAD SD,6,67.6,38.2
2008,111292304,Fulton,FORBES ROAD SD,7,38.7,35.5
2008,111292304,Fulton,FORBES ROAD SD,8,24.3,27
2008,111292304,Fulton,FORBES ROAD SD,11,15.6,25
2008,111297504,Fulton,SOUTHERN FULTON SD,3,57.7,23.9
2008,111297504,Fulton,SOUTHERN FULTON SD,4,72.6,45.2
2008,111297504,Fulton,SOUTHERN FULTON SD,5,45.7,14.5
2008,111297504,Fulton,SOUTHERN FULTON SD,6,65.2,44.9
2008,111297504,Fulton,SOUTHERN FULTON SD,7,64.9,53.2
2008,111297504,Fulton,SOUTHERN FULTON SD,8,72.9,84.3
2008,111297504,Fulton,SOUTHERN FULTON SD,11,18.8,39.1
2008,101301303,Greene,CARMICHAELS AREA SD,3,43.7,11.3
2008,101301303,Greene,CARMICHAELS AREA SD,4,51.1,17.8
2008,101301303,Greene,CARMICHAELS AREA SD,5,57.8,23.4
2008,101301303,Greene,CARMICHAELS AREA SD,6,43.2,25.7
2008,101301303,Greene,CARMICHAELS AREA SD,7,46.3,26.3
2008,101301303,Greene,CARMICHAELS AREA SD,8,39,42.7
2008,101301303,Greene,CARMICHAELS AREA SD,11,11.4,27.8
2008,101301403,Greene,CENTRAL GREENE SD,3,36.2,18.5
2008,101301403,Greene,CENTRAL GREENE SD,4,51.9,30.1
2008,101301403,Greene,CENTRAL GREENE SD,5,41.2,14.2
2008,101301403,Greene,CENTRAL GREENE SD,6,49.4,15.7
2008,101301403,Greene,CENTRAL GREENE SD,7,41.4,31.2
2008,101301403,Greene,CENTRAL GREENE SD,8,43.6,50.9
2008,101301403,Greene,CENTRAL GREENE SD,11,40,38.7
2008,101303503,Greene,JEFFERSON-MORGAN SD,3,35.2,18.3
2008,101303503,Greene,JEFFERSON-MORGAN SD,4,29.6,18.3
2008,101303503,Greene,JEFFERSON-MORGAN SD,5,31,17.2
2008,101303503,Greene,JEFFERSON-MORGAN SD,6,37.9,9.1
2008,101303503,Greene,JEFFERSON-MORGAN SD,7,20,13.3
2008,101303503,Greene,JEFFERSON-MORGAN SD,8,15.7,45.1
2008,101303503,Greene,JEFFERSON-MORGAN SD,11,8.5,20.3
2008,101306503,Greene,SOUTHEASTERN GREENE SD,3,65,40
2008,101306503,Greene,SOUTHEASTERN GREENE SD,4,27.3,25
2008,101306503,Greene,SOUTHEASTERN GREENE SD,5,48.8,26.8
2008,101306503,Greene,SOUTHEASTERN GREENE SD,6,20.5,11.4
2008,101306503,Greene,SOUTHEASTERN GREENE SD,7,17.8,17.8
2008,101306503,Greene,SOUTHEASTERN GREENE SD,8,28.1,42.1
2008,101306503,Greene,SOUTHEASTERN GREENE SD,11,10.6,17
2008,101308503,Greene,WEST GREENE SD,3,51.1,23.4
2008,101308503,Greene,WEST GREENE SD,4,40.4,26.9
2008,101308503,Greene,WEST GREENE SD,5,29.3,6.9
2008,101308503,Greene,WEST GREENE SD,6,16.9,6.8
2008,101308503,Greene,WEST GREENE SD,7,23.5,19.1
2008,101308503,Greene,WEST GREENE SD,8,27.5,36.2
2008,101308503,Greene,WEST GREENE SD,11,14.9,23.9
2008,111312503,Huntingdon,HUNTINGDON AREA SD,3,35.8,17.6
2008,111312503,Huntingdon,HUNTINGDON AREA SD,4,66.2,42
2008,111312503,Huntingdon,HUNTINGDON AREA SD,5,44.7,22
2008,111312503,Huntingdon,HUNTINGDON AREA SD,6,50.3,34.4
2008,111312503,Huntingdon,HUNTINGDON AREA SD,7,61,49.4
2008,111312503,Huntingdon,HUNTINGDON AREA SD,8,48.3,60.2
2008,111312503,Huntingdon,HUNTINGDON AREA SD,11,25.7,32.7
2008,111312804,Huntingdon,JUNIATA VALLEY SD,3,30.6,10.4
2008,111312804,Huntingdon,JUNIATA VALLEY SD,4,54.1,26.2
2008,111312804,Huntingdon,JUNIATA VALLEY SD,5,25.3,5.3
2008,111312804,Huntingdon,JUNIATA VALLEY SD,6,48.1,27.8
2008,111312804,Huntingdon,JUNIATA VALLEY SD,7,41.8,37.3
2008,111312804,Huntingdon,JUNIATA VALLEY SD,8,33.3,38.9
2008,111312804,Huntingdon,JUNIATA VALLEY SD,11,20.3,31.3
2008,111316003,Huntingdon,MOUNT UNION AREA SD,3,38.5,14.4
2008,111316003,Huntingdon,MOUNT UNION AREA SD,4,52,30.6
2008,111316003,Huntingdon,MOUNT UNION AREA SD,5,38.2,9.8
2008,111316003,Huntingdon,MOUNT UNION AREA SD,6,42.6,24.5
2008,111316003,Huntingdon,MOUNT UNION AREA SD,7,41.7,25.8
2008,111316003,Huntingdon,MOUNT UNION AREA SD,8,31.8,38.3
2008,111316003,Huntingdon,MOUNT UNION AREA SD,11,15.5,20.2
2008,111317503,Huntingdon,SOUTHERN HUNTINGDON COUNTY SD,3,35.4,10.6
2008,111317503,Huntingdon,SOUTHERN HUNTINGDON COUNTY SD,4,40.8,23.5
2008,111317503,Huntingdon,SOUTHERN HUNTINGDON COUNTY SD,5,33.7,13.5
2008,111317503,Huntingdon,SOUTHERN HUNTINGDON COUNTY SD,6,38.6,30.7
2008,111317503,Huntingdon,SOUTHERN HUNTINGDON COUNTY SD,7,40.6,25.7
2008,111317503,Huntingdon,SOUTHERN HUNTINGDON COUNTY SD,8,43.5,46.7
2008,111317503,Huntingdon,SOUTHERN HUNTINGDON COUNTY SD,11,9.4,20.8
2008,128321103,Indiana,BLAIRSVILLE-SALTSBURG SD,3,45.5,22.7
2008,128321103,Indiana,BLAIRSVILLE-SALTSBURG SD,4,48.6,28.4
2008,128321103,Indiana,BLAIRSVILLE-SALTSBURG SD,5,55.4,25.9
2008,128321103,Indiana,BLAIRSVILLE-SALTSBURG SD,6,55.8,38.8
2008,128321103,Indiana,BLAIRSVILLE-SALTSBURG SD,7,55.9,37.9
2008,128321103,Indiana,BLAIRSVILLE-SALTSBURG SD,8,58.5,65.5
2008,128321103,Indiana,BLAIRSVILLE-SALTSBURG SD,11,42.3,40.4
2008,128323303,Indiana,HOMER-CENTER SD,3,59,21.3
2008,128323303,Indiana,HOMER-CENTER SD,4,37.5,25
2008,128323303,Indiana,HOMER-CENTER SD,5,38.7,18.7
2008,128323303,Indiana,HOMER-CENTER SD,6,55.4,32.1
2008,128323303,Indiana,HOMER-CENTER SD,7,55.9,35.6
2008,128323303,Indiana,HOMER-CENTER SD,8,54.8,57.5
2008,128323303,Indiana,HOMER-CENTER SD,11,43,34.2
2008,128323703,Indiana,INDIANA AREA SD,3,47.5,23.5
2008,128323703,Indiana,INDIANA AREA SD,4,44.4,29.9
2008,128323703,Indiana,INDIANA AREA SD,5,43.2,23.9
2008,128323703,Indiana,INDIANA AREA SD,6,47.2,31.5
2008,128323703,Indiana,INDIANA AREA SD,7,48.6,32.9
2008,128323703,Indiana,INDIANA AREA SD,8,49.8,63.8
2008,128323703,Indiana,INDIANA AREA SD,11,30.6,48.2
2008,128325203,Indiana,MARION CENTER AREA SD,3,52.6,24.6
2008,128325203,Indiana,MARION CENTER AREA SD,4,49.4,32.2
2008,128325203,Indiana,MARION CENTER AREA SD,5,60.7,15.9
2008,128325203,Indiana,MARION CENTER AREA SD,6,41.2,29.8
2008,128325203,Indiana,MARION CENTER AREA SD,7,43.4,33.3
2008,128325203,Indiana,MARION CENTER AREA SD,8,53.6,61.8
2008,128325203,Indiana,MARION CENTER AREA SD,11,19.6,29.9
2008,128326303,Indiana,PENNS MANOR AREA SD,3,25.8,8.1
2008,128326303,Indiana,PENNS MANOR AREA SD,4,28.4,17.6
2008,128326303,Indiana,PENNS MANOR AREA SD,5,29.3,20.7
2008,128326303,Indiana,PENNS MANOR AREA SD,6,31.1,18
2008,128326303,Indiana,PENNS MANOR AREA SD,7,44.3,36.1
2008,128326303,Indiana,PENNS MANOR AREA SD,8,27.7,49.2
2008,128326303,Indiana,PENNS MANOR AREA SD,11,18.3,24.3
2008,128327303,Indiana,PURCHASE LINE SD,3,23.7,7.9
2008,128327303,Indiana,PURCHASE LINE SD,4,53.2,35.1
2008,128327303,Indiana,PURCHASE LINE SD,5,35.6,17.8
2008,128327303,Indiana,PURCHASE LINE SD,6,31.6,20.4
2008,128327303,Indiana,PURCHASE LINE SD,7,38,30.4
2008,128327303,Indiana,PURCHASE LINE SD,8,25.3,52
2008,128327303,Indiana,PURCHASE LINE SD,11,17.9,23.8
2008,128328003,Indiana,UNITED SD,3,51.1,31.5
2008,128328003,Indiana,UNITED SD,4,64.4,42.5
2008,128328003,Indiana,UNITED SD,5,58.7,32
2008,128328003,Indiana,UNITED SD,6,62.8,40.3
2008,128328003,Indiana,UNITED SD,7,51.2,28.6
2008,128328003,Indiana,UNITED SD,8,36.8,48.4
2008,128328003,Indiana,UNITED SD,11,19.2,44.9
2008,106330703,Jefferson,BROCKWAY AREA SD,3,34.1,19.5
2008,106330703,Jefferson,BROCKWAY AREA SD,4,40.2,21.8
2008,106330703,Jefferson,BROCKWAY AREA SD,5,39.7,24.4
2008,106330703,Jefferson,BROCKWAY AREA SD,6,33.3,24.4
2008,106330703,Jefferson,BROCKWAY AREA SD,7,33.7,26.7
2008,106330703,Jefferson,BROCKWAY AREA SD,8,29,53.3
2008,106330703,Jefferson,BROCKWAY AREA SD,11,30.7,29.3
2008,106330803,Jefferson,BROOKVILLE AREA SD,3,37.4,13.7
2008,106330803,Jefferson,BROOKVILLE AREA SD,4,27.6,29.5
2008,106330803,Jefferson,BROOKVILLE AREA SD,5,27.1,14.6
2008,106330803,Jefferson,BROOKVILLE AREA SD,6,27.3,31.8
2008,106330803,Jefferson,BROOKVILLE AREA SD,7,30.3,41.8
